2.007000000000000000e+03 2.600148247499999357e-02 5.442037897499999279e-04
2.007142466000000013e+03 2.662004653499999360e-02 5.972603338500000105e-04
2.007284932000000026e+03 2.782672850999999559e-02 5.841949576499998924e-04
2.007427396999999928e+03 2.807569308000000194e-02 4.798077361499999624e-04
2.007569862999999941e+03 2.785016581499999769e-02 5.636168647499999792e-04
2.007712328999999954e+03 2.836545136499999883e-02 6.623994602999998694e-04
2.007854794999999967e+03 2.884864330499999768e-02 6.354261376500000384e-04
2.007997260000000097e+03 2.857631323499999418e-02 6.365163649499999644e-04
2.008139343999999937e+03 2.935934942999999381e-02 6.629679359999999296e-04
2.008281420999999909e+03 2.940607313999999903e-02 5.664776289000000202e-04
2.008423496999999998e+03 2.944497989999999774e-02 5.895843886499999714e-04
2.008565573999999970e+03 2.957190910499999520e-02 6.511742924999999391e-04
2.008707650000000058e+03 3.003607420499999556e-02 7.319449319999999596e-04
2.008849727000000030e+03 3.113770900499999647e-02 7.496451629999999547e-04
2.008991802999999891e+03 3.118022748000000288e-02 9.376717949999998063e-04
2.009134246999999959e+03 3.170787011999999516e-02 8.233042409999999757e-04
2.009276712000000089e+03 3.071828851500000082e-02 7.062437759999998883e-04
2.009419178000000102e+03 3.045105293999999727e-02 6.259285027499999305e-04
2.009561643999999887e+03 3.051516530999999824e-02 6.420693826500000053e-04
2.009704109999999901e+03 2.966906806499999827e-02 6.329400503999999504e-04
2.009846575000000030e+03 2.960144677499999127e-02 6.459316237499997636e-04
2.009989041000000043e+03 3.036744406499999882e-02 6.274899490500000006e-04
2.010131507000000056e+03 2.980380200999999812e-02 6.584732185499998433e-04
2.010273973000000069e+03 3.034949401499999547e-02 9.887733374999998180e-04
2.010416437999999971e+03 3.101674450499999555e-02 6.735429125999999739e-04
2.010558903999999984e+03 3.163526491499999566e-02 7.245659219999999335e-04
2.010701369999999997e+03 3.285166817999999461e-02 8.207105084999998055e-04
2.010843836000000010e+03 3.260173130999999974e-02 9.707630894999997803e-04
2.010986300999999912e+03 3.395954306999999367e-02 1.038214342499999693e-03
2.011128766999999925e+03 3.499661765999999979e-02 1.102768454999999764e-03
2.011271232999999938e+03 3.683682542999999754e-02 1.115445619499999975e-03
2.011413698999999951e+03 3.652106156999999909e-02 1.020238909499999753e-03
2.011556164000000081e+03 3.735068690999999996e-02 1.046614749000000007e-03
2.011698630000000094e+03 3.777222557999999897e-02 1.136444704499999696e-03
2.011841096000000107e+03 3.964076500499999489e-02 1.416827237999999760e-03
2.011983561999999893e+03 3.770133383999999671e-02 1.447399165499999810e-03
2.012125682999999981e+03 3.824452043999999884e-02 1.385689910999999891e-03
2.012267759999999953e+03 3.861474776999999914e-02 1.193481959999999776e-03
2.012409836000000041e+03 3.879004583999999534e-02 1.275255542999999660e-03
2.012551913000000013e+03 3.903063050999999728e-02 1.207968715499999545e-03
2.012693989000000101e+03 3.780285971999999828e-02 1.337276257499999928e-03
2.012836066000000073e+03 3.653569865999999056e-02 1.474595159999999997e-03
2.012978141999999934e+03 3.682961192999999189e-02 1.456759937999999683e-03
2.013120548000000099e+03 3.786606496499999447e-02 1.427105704499999697e-03
2.013263014000000112e+03 3.792372515999999777e-02 1.004623003499999830e-03
2.013405479000000014e+03 3.809436838499998673e-02 9.025312889999997489e-04
2.013547945000000027e+03 3.813523399499999661e-02 9.324267689999998342e-04
2.013690411000000040e+03 3.707211118499999236e-02 1.017030514500000043e-03
2.013832877000000053e+03 3.735606008999999006e-02 1.071989201999999815e-03
2.013975341999999955e+03 3.777255122999999964e-02 1.140630968999999714e-03
2.014117807999999968e+03 3.781284047999999148e-02 1.100974141499999658e-03
2.014260273999999981e+03 3.884535845999999987e-02 9.393516329999999090e-04
2.014402739999999994e+03 3.741537001499999765e-02 1.002033523499999907e-03
2.014545204999999896e+03 3.817133866499999861e-02 1.024734422999999846e-03
2.014687670999999909e+03 3.743616923999999735e-02 1.125164381999999887e-03
2.014830136999999922e+03 3.847633083000000231e-02 1.300887041999999535e-03
2.014972602999999935e+03 3.897706916999999632e-02 1.233836594999999448e-03
2.015115068000000065e+03 3.969343735499999970e-02 1.233110636999999775e-03
2.015257534000000078e+03 4.031876726999999300e-02 1.098632542499999995e-03
2.015400000000000091e+03 4.085064323999999109e-02 1.039009642499999844e-03
2.015542466000000104e+03 3.992100247499999477e-02 1.111668608999999853e-03
2.015684931999999890e+03 4.115705870999998572e-02 1.143277487999999837e-03
2.015827397000000019e+03 3.838402256999999540e-02 1.102407874500000102e-03
2.015969863000000032e+03 3.738512570999999451e-02 1.240593481499999932e-03
2.016112022000000024e+03 3.851151956999999265e-02 1.230932771999999637e-03
2.016254098000000113e+03 3.845682437999999731e-02 1.153198396499999960e-03
2.016396175000000085e+03 3.756744211499999514e-02 1.136554585499999952e-03
2.016538250999999946e+03 3.652727495999999463e-02 1.078747147499999970e-03
2.016680327999999918e+03 3.639856496999999830e-02 1.165025401500000002e-03
2.016822404000000006e+03 3.789493681499999517e-02 1.288527973500000045e-03
2.016964480999999978e+03 3.868375331999999306e-02 1.072213091999999878e-03
2.017106849000000011e+03 3.939924385499999487e-02 1.135209628499999745e-03
2.017249315000000024e+03 3.824532332999999035e-02 9.650773079999996939e-04
2.017391781000000037e+03 3.966625852499999771e-02 9.341688899999998907e-04
2.017534247000000050e+03 3.909796465499999762e-02 9.455756219999998310e-04
2.017676711999999952e+03 3.952582788000000291e-02 1.100272045499999830e-03
2.017819177999999965e+03 3.910982613000000413e-02 1.300564813499999932e-03
2.017961643999999978e+03 3.905131586999999876e-02 1.303592888999999819e-03
2.018104109999999991e+03 3.852303386999999385e-02 1.213283906999999742e-03
2.018246574999999893e+03 3.822202087499999845e-02 1.239832942499999877e-03
2.018389040999999906e+03 3.920835553499998904e-02 1.345429372499999795e-03
2.018531506999999920e+03 3.997268026499999766e-02 1.415695439999999777e-03
2.018673972999999933e+03 4.273129184999999858e-02 1.622754187499999591e-03
2.018816438000000062e+03 5.030300287499998857e-02 1.336565243999999954e-03
2.018958904000000075e+03 5.084189288999999695e-02 1.194784534499999766e-03
2.019101370000000088e+03 5.210272871999999111e-02 1.230345613499999593e-03
2.019243836000000101e+03 5.120977994999999228e-02 1.339384627499999765e-03
2.019386301000000003e+03 5.204815046999999167e-02 1.747652741999999567e-03
2.019528767000000016e+03 5.158837661999998714e-02 1.341864220499999674e-03
2.019671233000000029e+03 5.132688869999998960e-02 1.401013787999999668e-03
2.019813699000000042e+03 5.143847980499999251e-02 1.486426478999999931e-03
2.019956163999999944e+03 5.122481233499999453e-02 1.428215153999999642e-03
2.020098361000000068e+03 5.216863435500000007e-02 9.302146724999998690e-04
2.020240436999999929e+03 5.190463757999998901e-02 1.311248938499999820e-03
2.020382513999999901e+03 5.269001137499999127e-02 1.206344563499999519e-03
2.020524589999999989e+03 5.325541294499999689e-02 1.355092523999999656e-03
2.020666666999999961e+03 5.210203208999999308e-02 1.282237202999999713e-03
2.020808743000000050e+03 5.157837648000000025e-02 1.480194766499999537e-03
2.020950820000000022e+03 5.195724650999998528e-02 1.490684557499999873e-03
2.021093151000000034e+03 5.161367965499998739e-02 1.362697612499999891e-03
2.021235615999999936e+03 5.159142589499998710e-02 1.228158887999999732e-03
2.021378081999999949e+03 5.128582084499999638e-02 1.160315108999999869e-03
2.021520547999999962e+03 5.233509893999999107e-02 1.211798920499999616e-03
2.021663013999999976e+03 5.068109938499999051e-02 1.181907847499999702e-03
2.021805479000000105e+03 5.010770695499999067e-02 1.221978512999999768e-03
2.021947944999999891e+03 4.780716851999999156e-02 1.891286590499999427e-03
