92.32   0.062
92.33   0.051
92.34   0.035
92.35   0.065
92.36   0.027
92.37   0.050
92.37   0.064
92.38   0.088
92.39   0.074
92.40   0.057
92.41   0.058
92.42   0.055
92.43   0.070
92.43   0.103
92.44   0.086
92.45   0.047
92.46   0.067
92.47   0.056
92.48   0.079
92.49   0.089
92.49   0.061
92.50   0.032
92.51   0.028
92.52   0.052
92.53   0.039
92.54   0.054
92.55   0.060
92.56   0.078
92.56   0.071
92.57   0.074
92.58   0.082
92.59   0.073
92.60   0.040
92.61   0.025
92.62   0.025
92.62   0.056
92.63   0.073
92.64   0.079
92.65   0.083
92.66   0.061
92.67   0.056
92.68   0.087
92.68   0.073
92.69   0.063
92.70   0.031
92.71   0.049
92.72   0.035
92.73   0.047
92.74   0.079
92.75   0.086
92.75   0.086
92.76   0.071
92.77   0.078
92.78   0.090
92.79   0.073
92.80   0.076
92.81   0.074
92.81   0.084
92.82   0.090
92.83   0.103
92.84   0.090
92.85   0.086
92.86   0.081
92.87   0.096
92.87   0.059
92.88   0.086
92.89   0.109
92.90   0.105
92.91   0.088
92.92   0.120
92.93   0.146
92.94   0.171
92.94   0.123
92.95   0.110
92.96   0.088
92.97   0.094
92.98   0.098
92.99   0.101
93.00   0.083
93.00   0.094
93.01   0.093
93.02   0.079
93.03   0.057
93.04   0.061
93.05   0.061
93.06   0.080
93.06   0.083
93.07   0.088
93.08   0.109
93.09   0.090
93.10   0.029
93.11   0.037
93.12   0.040
93.13   0.032
93.13   0.017
93.14   0.046
93.15   0.039
93.16   0.039
93.17   0.047
93.18   0.060
93.19   0.036
93.19   0.052
93.20   0.049
93.21   0.050
93.22   0.052
93.23   0.060
93.24   0.048
93.25   0.062
93.25   0.095
93.26   0.085
93.27   0.081
93.28   0.086
93.29   0.074
93.30   0.106
93.31   0.077
93.32   0.073
93.32   0.101
93.33   0.079
93.34   0.083
93.35   0.112
93.36   0.087
93.37   0.098
93.38   0.087
93.38   0.097
93.39   0.104
93.40   0.105
93.41   0.078
93.42   0.070
93.43   0.161
93.44   0.146
93.44   0.142
93.45   0.141
93.46   0.147
93.47   0.141
93.48   0.098
93.49   0.113
93.50   0.119
93.51   0.162
93.51   0.167
93.52   0.128
93.53   0.142
93.54   0.163
93.55   0.112
93.56   0.127
93.57   0.144
93.57   0.129
93.58   0.120
93.59   0.123
93.60   0.066
93.61   0.085
93.62   0.086
93.63   0.122
93.63   0.124
93.64   0.111
93.65   0.111
93.66   0.083
93.67   0.099
93.68   0.115
93.69   0.095
93.70   0.106
93.70   0.077
93.71   0.097
93.72   0.089
93.73   0.072
93.74   0.112
93.75   0.101
93.76   0.109
93.76   0.104
93.77   0.099
93.78   0.084
93.79   0.095
93.80   0.097
93.81   0.073
93.82   0.070
93.82   0.062
93.83   0.076
93.84   0.078
93.85   0.111
93.86   0.074
93.87   0.084
93.88   0.099
93.89   0.090
93.89   0.102
93.90   0.092
93.91   0.107
93.92   0.105
93.93   0.091
93.94   0.095
93.95   0.087
93.95   0.103
93.96   0.140
93.97   0.107
93.98   0.098
93.99   0.077
94.00   0.097
94.01   0.052
94.01   0.076
94.02   0.064
94.03   0.068
94.04   0.060
94.05   0.062
94.06   0.066
94.07   0.056
94.08   0.081
94.08   0.038
94.09   0.064
94.10   0.085
94.11   0.061
94.12   0.101
94.13   0.100
94.14   0.126
94.14   0.103
94.15   0.117
94.16   0.119
94.17   0.121
94.18   0.114
94.19   0.132
94.20   0.093
94.20   0.086
94.21   0.073
94.22   0.069
94.23   0.092
94.24   0.081
94.25   0.073
94.26   0.121
94.26   0.098
94.27   0.107
94.28   0.096
94.29   0.077
94.30   0.081
94.31   0.061
94.32   0.073
94.33   0.080
94.33   0.096
94.34   0.064
94.35   0.063
