#Voyager-2 (52 day average)
#130.544 - 151.511 MeV/n Helium flux derived from IIP
#151.511 - 185.250 MeV/n Helium flux derived from IIP
#185.250 - 244.873 MeV/n Helium flux derived from IIP
#244.873 - 276.472 MeV/n Helium flux derived from IIP
#276.472 - 373.755 MeV/n Helium flux derived from IIP
#373.755 - 458.807 MeV/n Helium flux derived from IIP
2013.547945 1.060e+00  3.648e-02    845 1.070e+00  2.889e-02   1372 8.954e-01  1.988e-02   2029 7.977e-01  2.577e-02    958 6.964e-01  1.372e-02   2575 5.828e-01  1.343e-02   1884
2013.690411 1.162e+00  4.228e-02    756 1.016e+00  3.116e-02   1063 8.652e-01  2.163e-02   1600 6.775e-01  2.629e-02    664 6.830e-01  1.505e-02   2061 5.769e-01  1.479e-02   1522
2013.832877 1.102e+00  4.330e-02    648 1.010e+00  3.267e-02    955 8.824e-01  2.298e-02   1475 6.840e-01  2.779e-02    606 6.966e-01  1.598e-02   1900 5.863e-01  1.568e-02   1398
2013.975342 1.114e+00  4.601e-02    586 1.025e+00  3.480e-02    868 8.910e-01  2.440e-02   1333 7.390e-01  3.053e-02    586 7.152e-01  1.712e-02   1746 5.623e-01  1.623e-02   1200
2014.117808 1.117e+00  4.443e-02    632 1.034e+00  3.369e-02    941 8.720e-01  2.328e-02   1403 7.295e-01  2.925e-02    622 6.971e-01  1.630e-02   1830 5.987e-01  1.615e-02   1374
2014.260274 1.110e+00  3.731e-02    885 1.066e+00  2.883e-02   1368 9.536e-01  2.051e-02   2162 7.507e-01  2.499e-02    902 7.109e-01  1.386e-02   2630 5.878e-01  1.348e-02   1901
2014.402740 1.093e+00  4.019e-02    739 9.878e-01  3.013e-02   1075 9.130e-01  2.179e-02   1756 7.643e-01  2.738e-02    779 6.854e-01  1.478e-02   2151 5.635e-01  1.433e-02   1546
2014.545205 1.106e+00  4.091e-02    731 1.098e+00  3.214e-02   1168 9.089e-01  2.199e-02   1708 7.701e-01  2.781e-02    767 6.983e-01  1.509e-02   2141 5.618e-01  1.448e-02   1506
2014.687671 1.084e+00  4.492e-02    582 1.003e+00  3.407e-02    867 9.134e-01  2.446e-02   1395 7.870e-01  3.118e-02    637 6.910e-01  1.665e-02   1722 5.462e-01  1.583e-02   1190
2014.830137 1.127e+00  5.221e-02    466 1.020e+00  3.916e-02    679 9.219e-01  2.800e-02   1084 8.056e-01  3.595e-02    502 6.953e-01  1.904e-02   1334 5.926e-01  1.880e-02    994
2014.972603 1.133e+00  4.938e-02    526 1.058e+00  3.763e-02    791 9.480e-01  2.679e-02   1252 7.929e-01  3.366e-02    555 7.295e-01  1.840e-02   1572 5.626e-01  1.728e-02   1060
2015.115068 1.283e+00  5.204e-02    608 1.064e+00  3.735e-02    811 9.559e-01  2.664e-02   1288 7.436e-01  3.227e-02    531 7.446e-01  1.840e-02   1637 5.749e-01  1.730e-02   1105
2015.257534 1.208e+00  4.453e-02    736 1.165e+00  3.447e-02   1142 9.674e-01  2.363e-02   1676 8.245e-01  2.997e-02    757 7.065e-01  1.581e-02   1997 6.078e-01  1.568e-02   1502
2015.400000 1.270e+00  4.293e-02    875 1.089e+00  3.133e-02   1207 9.794e-01  2.236e-02   1919 8.234e-01  2.816e-02    855 7.298e-01  1.511e-02   2333 6.297e-01  1.501e-02   1760
2015.542466 1.194e+00  4.514e-02    699 1.099e+00  3.415e-02   1036 9.511e-01  2.390e-02   1584 7.761e-01  2.965e-02    685 7.577e-01  1.670e-02   2059 5.771e-01  1.559e-02   1371
2015.684932 1.353e+00  4.858e-02    776 1.130e+00  3.500e-02   1043 9.942e-01  2.469e-02   1621 7.777e-01  3.000e-02    672 7.409e-01  1.669e-02   1971 6.109e-01  1.621e-02   1421
2015.827397 1.146e+00  4.470e-02    657 1.014e+00  3.316e-02    936 9.200e-01  2.375e-02   1500 7.927e-01  3.029e-02    685 7.251e-01  1.651e-02   1929 5.551e-01  1.545e-02   1291
2015.969863 1.046e+00  4.872e-02    461 1.063e+00  3.872e-02    754 8.729e-01  2.639e-02   1094 7.603e-01  3.383e-02    505 6.964e-01  1.845e-02   1424 5.599e-01  1.770e-02   1001
2016.112022 1.071e+00  4.823e-02    493 1.060e+00  3.782e-02    785 9.785e-01  2.734e-02   1281 7.596e-01  3.309e-02    527 6.891e-01  1.796e-02   1472 5.778e-01  1.759e-02   1079
2016.254098 1.160e+00  4.704e-02    608 1.060e+00  3.544e-02    894 9.317e-01  2.500e-02   1389 7.392e-01  3.059e-02    584 7.215e-01  1.722e-02   1755 5.549e-01  1.615e-02   1180
2016.396175 1.086e+00  4.538e-02    573 9.766e-01  3.392e-02    829 9.147e-01  2.469e-02   1372 7.811e-01  3.135e-02    621 6.983e-01  1.689e-02   1709 5.594e-01  1.617e-02   1197
2016.538251 1.060e+00  4.316e-02    603 1.027e+00  3.349e-02    940 8.609e-01  2.307e-02   1393 7.009e-01  2.859e-02    601 6.788e-01  1.604e-02   1792 5.541e-01  1.549e-02   1279
2016.680328 1.055e+00  4.652e-02    514 9.896e-01  3.552e-02    776 8.724e-01  2.509e-02   1209 7.570e-01  3.211e-02    556 6.682e-01  1.719e-02   1511 5.433e-01  1.658e-02   1074
2016.822404 1.108e+00  5.172e-02    459 1.068e+00  4.003e-02    712 9.135e-01  2.785e-02   1076 7.369e-01  3.436e-02    460 6.931e-01  1.899e-02   1332 5.666e-01  1.836e-02    952
2016.964481 1.162e+00  4.356e-02    712 1.066e+00  3.289e-02   1051 9.317e-01  2.313e-02   1623 7.907e-01  2.927e-02    730 7.012e-01  1.571e-02   1993 5.739e-01  1.520e-02   1426
2017.106849 1.223e+00  4.685e-02    682 1.081e+00  3.472e-02    970 9.702e-01  2.474e-02   1538 8.058e-01  3.097e-02    677 6.963e-01  1.641e-02   1801 5.820e-01  1.604e-02   1316
2017.249315 1.177e+00  3.967e-02    881 1.065e+00  2.974e-02   1282 9.353e-01  2.097e-02   1990 7.831e-01  2.635e-02    883 6.910e-01  1.411e-02   2399 5.482e-01  1.344e-02   1664
2017.391781 1.196e+00  3.807e-02    988 1.104e+00  2.883e-02   1467 9.569e-01  2.019e-02   2247 7.682e-01  2.485e-02    956 7.238e-01  1.374e-02   2773 5.923e-01  1.330e-02   1984
2017.534247 1.129e+00  3.764e-02    899 1.098e+00  2.927e-02   1408 9.173e-01  2.012e-02   2078 8.530e-01  2.665e-02   1024 7.162e-01  1.392e-02   2647 5.716e-01  1.330e-02   1847
2017.676712 1.298e+00  4.665e-02    774 1.121e+00  3.418e-02   1076 9.394e-01  2.354e-02   1593 8.022e-01  2.988e-02    721 7.206e-01  1.614e-02   1994 5.527e-01  1.512e-02   1337
2017.819178 1.238e+00  5.415e-02    523 1.129e+00  4.075e-02    767 9.184e-01  2.765e-02   1103 7.934e-01  3.530e-02    505 6.914e-01  1.878e-02   1355 5.831e-01  1.845e-02    999
2017.961644 1.123e+00  5.190e-02    468 1.184e+00  4.201e-02    794 9.779e-01  2.872e-02   1159 7.323e-01  3.414e-02    460 6.986e-01  1.901e-02   1351 5.578e-01  1.816e-02    943
2018.104110 1.225e+00  5.068e-02    584 1.006e+00  3.621e-02    772 9.196e-01  2.604e-02   1247 8.195e-01  3.377e-02    589 7.141e-01  1.796e-02   1580 5.526e-01  1.690e-02   1069
2018.246575 1.158e+00  5.057e-02    524 1.075e+00  3.841e-02    783 9.415e-01  2.705e-02   1212 7.608e-01  3.339e-02    519 6.766e-01  1.795e-02   1421 5.675e-01  1.758e-02   1042
2018.389041 1.226e+00  5.574e-02    484 1.064e+00  4.094e-02    676 9.355e-01  2.887e-02   1050 7.935e-01  3.652e-02    472 7.049e-01  1.962e-02   1291 5.921e-01  1.923e-02    948
2018.531507 1.313e+00  6.018e-02    476 1.100e+00  4.343e-02    642 9.981e-01  3.112e-02   1029 7.266e-01  3.647e-02    397 7.164e-01  2.064e-02   1205 5.841e-01  1.993e-02    859
2018.673973 1.391e+00  6.855e-02    412 1.205e+00  5.028e-02    574 1.076e+00  3.575e-02    906 8.314e-01  4.316e-02    371 7.352e-01  2.313e-02   1010 6.244e-01  2.280e-02    750
2018.816438 1.792e+00  5.886e-02    927 1.546e+00  4.310e-02   1287 1.245e+00  2.910e-02   1832 1.010e+00  3.599e-02    787 8.433e-01  1.875e-02   2024 6.753e-01  1.794e-02   1417
2018.958904 1.747e+00  5.168e-02   1142 1.530e+00  3.814e-02   1610 1.227e+00  2.569e-02   2281 1.048e+00  3.262e-02   1033 8.682e-01  1.692e-02   2634 7.050e-01  1.630e-02   1870
2019.101370 1.862e+00  5.440e-02   1172 1.532e+00  3.889e-02   1551 1.277e+00  2.671e-02   2285 9.669e-01  3.193e-02    917 9.069e-01  1.762e-02   2648 7.255e-01  1.686e-02   1852
2019.243836 1.798e+00  5.859e-02    942 1.560e+00  4.302e-02   1315 1.255e+00  2.903e-02   1870 1.016e+00  3.587e-02    802 8.628e-01  1.884e-02   2097 7.078e-01  1.825e-02   1504
2019.386301 1.823e+00  7.630e-02    571 1.559e+00  5.566e-02    785 1.249e+00  3.745e-02   1112 1.106e+00  4.841e-02    522 8.956e-01  2.482e-02   1302 7.010e-01  2.347e-02    892
2019.528767 1.853e+00  5.941e-02    973 1.603e+00  4.355e-02   1354 1.296e+00  2.946e-02   1935 9.782e-01  3.516e-02    774 8.674e-01  1.887e-02   2113 6.869e-01  1.796e-02   1463
2019.671233 1.876e+00  6.249e-02    901 1.591e+00  4.537e-02   1230 1.253e+00  3.029e-02   1712 1.000e+00  3.717e-02    724 8.628e-01  1.968e-02   1923 6.928e-01  1.886e-02   1350
