#Voyager-2 (52 day average)
#130.339 - 154.217 MeV/n Hydrogen flux derived from IPH
#154.217 - 171.338 MeV/n Hydrogen flux derived from IPH
#171.338 - 193.643 MeV/n Hydrogen flux derived from IPH
#193.643 - 208.152 MeV/n Hydrogen flux derived from IPH
#208.152 - 245.690 MeV/n Hydrogen flux derived from IPH
#245.690 - 272.300 MeV/n Hydrogen flux derived from IPH
#272.300 - 344.010 MeV/n Hydrogen flux derived from IPH
2011.841096 1.128e+01  4.267e-01    699 1.015e+01  4.780e-01    451 1.011e+01  4.178e-01    585 8.631e+00  4.788e-01    325 8.551e+00  2.963e-01    833 7.515e+00  3.299e-01    519 7.168e+00  1.963e-01   1334
2011.983562 1.263e+01  4.629e-01    744 1.131e+01  5.175e-01    478 9.338e+00  4.119e-01    514 8.826e+00  4.965e-01    316 8.561e+00  3.040e-01    793 7.203e+00  3.312e-01    473 7.448e+00  2.052e-01   1318
2012.125683 1.206e+01  4.289e-01    791 1.021e+01  4.659e-01    480 9.599e+00  3.959e-01    588 8.934e+00  4.735e-01    356 8.633e+00  2.894e-01    890 7.239e+00  3.147e-01    529 7.891e+00  2.002e-01   1554
2012.267760 1.199e+01  3.689e-01   1057 1.114e+01  4.199e-01    704 9.949e+00  3.476e-01    819 8.889e+00  4.074e-01    476 8.712e+00  2.508e-01   1207 7.352e+00  2.736e-01    722 7.172e+00  1.646e-01   1898
2012.409836 1.215e+01  3.945e-01    949 1.154e+01  4.540e-01    646 9.871e+00  3.679e-01    720 8.325e+00  4.189e-01    395 8.741e+00  2.668e-01   1073 7.746e+00  2.983e-01    674 7.710e+00  1.813e-01   1808
2012.551913 1.348e+01  3.871e-01   1213 1.119e+01  4.165e-01    722 1.052e+01  3.538e-01    884 9.530e+00  4.175e-01    521 8.661e+00  2.475e-01   1225 7.700e+00  2.771e-01    772 7.598e+00  1.677e-01   2053
2012.693989 1.227e+01  4.198e-01    854 1.188e+01  4.878e-01    593 9.641e+00  3.850e-01    627 8.179e+00  4.397e-01    346 8.461e+00  2.780e-01    926 7.566e+00  3.123e-01    587 7.275e+00  1.865e-01   1521
2012.836066 1.246e+01  4.823e-01    667 1.089e+01  5.325e-01    418 9.717e+00  4.408e-01    486 7.653e+00  4.850e-01    249 8.661e+00  3.208e-01    729 7.575e+00  3.563e-01    452 7.139e+00  2.107e-01   1148
2012.978142 1.205e+01  4.703e-01    657 1.039e+01  5.156e-01    406 9.702e+00  4.365e-01    494 8.575e+00  5.088e-01    284 8.087e+00  3.072e-01    693 6.618e+00  3.301e-01    402 7.343e+00  2.118e-01   1202
2013.120548 1.259e+01  4.578e-01    756 1.145e+01  5.156e-01    493 1.021e+01  4.267e-01    573 9.701e+00  5.156e-01    354 8.368e+00  2.977e-01    790 7.172e+00  3.274e-01    480 7.308e+00  2.013e-01   1318
2013.263014 1.380e+01  3.322e-01   1726 1.100e+01  3.502e-01    986 1.066e+01  3.021e-01   1245 9.186e+00  3.477e-01    698 8.159e+00  2.037e-01   1604 7.240e+00  2.279e-01   1009 7.597e+00  1.422e-01   2853
2013.405479 1.381e+01  2.985e-01   2140 1.129e+01  3.188e-01   1255 1.004e+01  2.633e-01   1453 9.015e+00  3.094e-01    849 8.791e+00  1.899e-01   2142 7.196e+00  2.041e-01   1243 7.596e+00  1.277e-01   3536
2013.547945 1.325e+01  3.021e-01   1924 1.168e+01  3.350e-01   1216 1.093e+01  2.839e-01   1482 9.182e+00  3.226e-01    810 8.785e+00  1.962e-01   2005 7.664e+00  2.176e-01   1240 7.328e+00  1.296e-01   3195
2013.690411 1.272e+01  3.321e-01   1468 1.118e+01  3.677e-01    925 9.743e+00  3.007e-01   1050 8.616e+00  3.506e-01    604 8.921e+00  2.218e-01   1618 7.552e+00  2.424e-01    971 7.192e+00  1.441e-01   2492
2013.832877 1.290e+01  3.549e-01   1322 1.097e+01  3.865e-01    806 1.008e+01  3.246e-01    965 8.128e+00  3.613e-01    506 8.301e+00  2.270e-01   1337 7.331e+00  2.534e-01    837 7.407e+00  1.552e-01   2279
2013.975342 1.316e+01  3.776e-01   1214 1.057e+01  3.996e-01    699 1.052e+01  3.494e-01    907 8.954e+00  3.997e-01    502 8.632e+00  2.439e-01   1252 7.003e+00  2.610e-01    720 7.644e+00  1.661e-01   2118
2014.117808 1.267e+01  3.564e-01   1265 1.102e+01  3.925e-01    789 1.074e+01  3.393e-01   1001 9.102e+00  3.874e-01    552 8.782e+00  2.366e-01   1378 7.633e+00  2.620e-01    849 7.426e+00  1.574e-01   2226
2014.260274 1.318e+01  3.091e-01   1818 1.072e+01  3.291e-01   1060 1.033e+01  2.831e-01   1331 9.734e+00  3.408e-01    816 8.742e+00  2.008e-01   1896 7.883e+00  2.264e-01   1212 7.410e+00  1.337e-01   3070
2014.402740 1.245e+01  3.277e-01   1443 1.102e+01  3.641e-01    916 1.052e+01  3.117e-01   1139 9.299e+00  3.633e-01    655 8.675e+00  2.182e-01   1581 7.849e+00  2.465e-01   1014 7.425e+00  1.460e-01   2585
2014.545205 1.204e+01  3.266e-01   1359 1.176e+01  3.813e-01    952 9.846e+00  3.056e-01   1038 9.697e+00  3.760e-01    665 8.990e+00  2.251e-01   1595 7.720e+00  2.478e-01    971 7.444e+00  1.482e-01   2523
2014.687671 1.253e+01  3.721e-01   1135 1.047e+01  4.016e-01    680 1.051e+01  3.525e-01    889 9.069e+00  4.060e-01    499 8.971e+00  2.510e-01   1277 7.571e+00  2.739e-01    764 7.803e+00  1.694e-01   2122
2014.830137 1.219e+01  4.187e-01    848 1.055e+01  4.599e-01    526 1.056e+01  4.031e-01    686 1.003e+01  4.872e-01    424 8.862e+00  2.847e-01    969 8.141e+00  3.241e-01    631 7.947e+00  1.951e-01   1660
2014.972603 1.231e+01  3.945e-01    974 1.167e+01  4.536e-01    662 1.138e+01  3.924e-01    841 1.011e+01  4.586e-01    486 9.142e+00  2.711e-01   1137 7.622e+00  2.940e-01    672 8.128e+00  1.850e-01   1931
2015.115068 1.336e+01  4.047e-01   1090 1.241e+01  4.606e-01    726 1.128e+01  3.848e-01    860 1.057e+01  4.617e-01    524 9.629e+00  2.740e-01   1235 8.128e+00  2.990e-01    739 7.958e+00  1.802e-01   1950
2015.257534 1.362e+01  3.593e-01   1438 1.263e+01  4.086e-01    956 1.097e+01  3.336e-01   1082 1.024e+01  3.997e-01    657 9.564e+00  2.401e-01   1587 8.417e+00  2.675e-01    990 8.303e+00  1.619e-01   2632
2015.400000 1.410e+01  3.445e-01   1675 1.241e+01  3.817e-01   1057 1.141e+01  3.207e-01   1266 1.065e+01  3.842e-01    769 9.590e+00  2.266e-01   1791 8.317e+00  2.506e-01   1101 8.322e+00  1.527e-01   2969
2015.542466 1.430e+01  3.747e-01   1457 1.359e+01  4.314e-01    993 1.204e+01  3.557e-01   1146 1.055e+01  4.128e-01    653 9.378e+00  2.420e-01   1502 8.561e+00  2.746e-01    972 8.390e+00  1.656e-01   2567
2015.684932 1.422e+01  3.741e-01   1445 1.351e+01  4.306e-01    984 1.237e+01  3.610e-01   1174 1.056e+01  4.136e-01    652 1.015e+01  2.521e-01   1622 8.584e+00  2.753e-01    972 8.596e+00  1.678e-01   2623
2015.827397 1.352e+01  3.711e-01   1327 1.155e+01  4.051e-01    813 1.106e+01  3.473e-01   1014 9.993e+00  4.093e-01    596 8.788e+00  2.386e-01   1356 7.506e+00  2.620e-01    821 7.918e+00  1.639e-01   2334
2015.969863 1.210e+01  4.049e-01    893 1.109e+01  4.578e-01    587 1.018e+01  3.843e-01    702 9.343e+00  4.564e-01    419 9.153e+00  2.809e-01   1062 7.672e+00  3.054e-01    631 7.638e+00  1.856e-01   1693
2016.112022 1.250e+01  4.002e-01    976 1.194e+01  4.618e-01    668 1.072e+01  3.835e-01    782 9.467e+00  4.468e-01    449 9.901e+00  2.841e-01   1215 8.737e+00  3.169e-01    760 8.293e+00  1.881e-01   1944
2016.254098 1.303e+01  3.799e-01   1176 1.145e+01  4.206e-01    741 1.080e+01  3.580e-01    911 1.094e+01  4.466e-01    600 9.647e+00  2.607e-01   1369 7.496e+00  2.730e-01    754 8.049e+00  1.723e-01   2182
2016.396175 1.299e+01  3.745e-01   1204 1.192e+01  4.236e-01    792 1.096e+01  3.559e-01    949 1.064e+01  4.347e-01    599 9.199e+00  2.513e-01   1340 8.222e+00  2.822e-01    849 7.860e+00  1.681e-01   2187
2016.538251 1.300e+01  3.633e-01   1280 1.142e+01  4.021e-01    806 1.010e+01  3.314e-01    929 9.326e+00  3.948e-01    558 8.838e+00  2.389e-01   1368 7.682e+00  2.646e-01    843 7.802e+00  1.624e-01   2307
2016.680328 1.265e+01  3.879e-01   1063 1.137e+01  4.343e-01    685 1.066e+01  3.685e-01    837 1.020e+01  4.470e-01    521 9.771e+00  2.720e-01   1291 7.869e+00  2.899e-01    737 7.552e+00  1.730e-01   1906
2016.822404 1.361e+01  4.360e-01    975 1.186e+01  4.805e-01    609 1.061e+01  3.983e-01    710 1.009e+01  4.814e-01    439 8.730e+00  2.785e-01    983 7.617e+00  3.089e-01    608 7.820e+00  1.907e-01   1682
2016.964481 1.342e+01  3.569e-01   1414 1.259e+01  4.082e-01    951 1.102e+01  3.347e-01   1085 9.653e+00  3.883e-01    618 9.871e+00  2.441e-01   1635 8.364e+00  2.669e-01    982 8.303e+00  1.620e-01   2627
2017.106849 1.326e+01  3.741e-01   1257 1.210e+01  4.219e-01    822 1.135e+01  3.581e-01   1005 1.002e+01  4.171e-01    577 9.826e+00  2.568e-01   1464 8.275e+00  2.799e-01    874 8.309e+00  1.709e-01   2365
2017.249315 1.375e+01  3.287e-01   1749 1.306e+01  3.783e-01   1191 1.130e+01  3.084e-01   1343 1.097e+01  3.767e-01    848 1.002e+01  2.238e-01   2003 8.422e+00  2.437e-01   1194 8.271e+00  1.471e-01   3160
2017.391781 1.385e+01  3.138e-01   1947 1.316e+01  3.613e-01   1327 1.185e+01  3.004e-01   1557 1.118e+01  3.617e-01    955 9.830e+00  2.109e-01   2173 8.513e+00  2.331e-01   1334 8.447e+00  1.414e-01   3567
2017.534247 1.338e+01  3.154e-01   1801 1.213e+01  3.545e-01   1170 1.167e+01  3.047e-01   1467 1.124e+01  3.707e-01    919 1.031e+01  2.208e-01   2181 8.735e+00  2.413e-01   1310 8.685e+00  1.466e-01   3510
2017.676712 1.418e+01  3.736e-01   1441 1.289e+01  4.206e-01    939 1.176e+01  3.520e-01   1116 1.116e+01  4.252e-01    689 1.018e+01  2.525e-01   1626 9.291e+00  2.865e-01   1052 8.790e+00  1.697e-01   2682
2017.819178 1.350e+01  4.362e-01    958 1.305e+01  5.065e-01    664 1.204e+01  4.262e-01    798 1.039e+01  4.909e-01    448 9.880e+00  2.976e-01   1102 8.398e+00  3.259e-01    664 8.128e+00  1.953e-01   1732
2017.961644 1.349e+01  4.394e-01    942 1.210e+01  4.915e-01    606 1.165e+01  4.225e-01    760 1.119e+01  5.135e-01    475 1.032e+01  3.065e-01   1133 8.825e+00  3.367e-01    687 8.275e+00  1.986e-01   1736
2018.104110 1.302e+01  4.047e-01   1035 1.228e+01  4.642e-01    700 1.200e+01  4.020e-01    891 1.083e+01  4.735e-01    523 1.024e+01  2.862e-01   1279 8.094e+00  3.023e-01    717 8.584e+00  1.896e-01   2049
2018.246575 1.340e+01  4.206e-01   1015 1.294e+01  4.882e-01    703 1.180e+01  4.084e-01    835 1.106e+01  4.902e-01    509 1.002e+01  2.901e-01   1193 8.648e+00  3.201e-01    730 8.467e+00  1.929e-01   1926
